address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,cost_two_people,reviews_list,cuisines_count,service_type,city_location
"Address_976, Bangalore",Burger King,Yes,Yes,3.6,377,080-5421566,Marathahalli,Fine Dining,Biryani,"Continental, Mexican, North Indian, South Indian",3000,Sample Review Text...,4,Cafes,Bengaluru
"Address_681, Bangalore",Resto_681,Yes,Yes,2.6,643,080-4617421,MG Road,Bar,Burgers,"Continental, South Indian",1200,Sample Review Text...,2,Delivery,Bengaluru
"Address_186, Bangalore",Resto_186,No,No,4.9,653,080-4681115,Indiranagar,Cafe,Steak,"Beverages, Continental",200,Sample Review Text...,2,Drinks & nightlife,Bengaluru
"Address_947, Bangalore",Resto_947,No,Yes,2.4,1103,080-7296917,HSR Layout,Quick Service Restaurant,Biryani,"Continental, North Indian, Thai",600,Sample Review Text...,3,Buffet,Bengaluru
"Address_180, Bangalore",Resto_180,No,No,3.6,850,080-1676621,Marathahalli,Quick Service Restaurant,Burgers,"Beverages, Chinese, Continental, Desserts",1000,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_958, Bangalore",Onesta,No,No,3.7,2968,080-2279295,MG Road,Casual Dining,Dosa,"Continental, Italian, Mexican, South Indian, Thai",600,Sample Review Text...,5,Buffet,Bengaluru
"Address_399, Bangalore",Resto_399,No,Yes,3.8,313,080-6764913,Marathahalli,Bar,Biryani,"Continental, Desserts, Fast Food, Italian",2500,Sample Review Text...,4,Delivery,Bengaluru
"Address_91, Bangalore",Nandhana Palace,No,Yes,3.6,2079,080-2133461,Koramangala,Bakery,Sushi,"Mexican, North Indian, South Indian, Thai",200,Sample Review Text...,4,Dine-out,Bengaluru
"Address_533, Bangalore",Resto_533,Yes,Yes,3.9,2087,080-4038296,HSR Layout,Casual Dining,Steak,"Continental, Desserts, Fast Food, Mexican, Thai",400,Sample Review Text...,5,Cafes,Bengaluru
"Address_809, Bangalore",Resto_809,Yes,Yes,4.1,2534,080-8588667,JP Nagar,Bakery,Dosa,"Chinese, Continental, Italian, Mexican, Thai",600,Sample Review Text...,5,Buffet,Bengaluru
"Address_271, Bangalore",Resto_271,Yes,Yes,4,409,080-3509000,Whitefield,Bar,Salad,"Beverages, Mexican",1500,Sample Review Text...,2,Delivery,Bengaluru
"Address_784, Bangalore",McDonald's,Yes,Yes,4.1,2641,080-8317957,HSR Layout,Bakery,Pizza,"Desserts, Fast Food, North Indian",3000,Sample Review Text...,3,Dine-out,Bengaluru
"Address_512, Bangalore",Leon Grill,No,No,3.3,1536,080-1070138,Marathahalli,Casual Dining,Biryani,"Desserts, Italian, South Indian",600,Sample Review Text...,3,Buffet,Bengaluru
"Address_229, Bangalore",Empire Restaurant,No,No,4.3,725,080-6399642,Jayanagar,Fine Dining,Steak,"Chinese, Mexican",3000,Sample Review Text...,2,Cafes,Bengaluru
"Address_514, Bangalore",Resto_514,No,No,4.2,1427,080-1578940,Marathahalli,Fine Dining,Sushi,"Beverages, Mexican, North Indian",800,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_588, Bangalore",Resto_588,No,Yes,4.9,1991,080-8884747,HSR Layout,Fine Dining,Pasta,"Chinese, Continental, Desserts, North Indian",2500,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_170, Bangalore",Burger King,No,No,3.5,2197,080-4409088,Jayanagar,Quick Service Restaurant,Pasta,Continental,400,Sample Review Text...,1,Buffet,Bengaluru
"Address_28, Bangalore",Empire Restaurant,Yes,Yes,4.3,2734,080-3670226,JP Nagar,Bar,Salad,"Beverages, Desserts, Fast Food, Mexican",2500,Sample Review Text...,4,Cafes,Bengaluru
"Address_684, Bangalore",Pizza Hut,No,No,2.1,1122,080-5886173,Marathahalli,Cafe,Steak,Continental,3000,Sample Review Text...,1,Delivery,Bengaluru
"Address_181, Bangalore",Resto_181,Yes,No,2.1,1224,080-5191831,Whitefield,Bar,Pizza,"Mexican, North Indian",2000,Sample Review Text...,2,Cafes,Bengaluru
"Address_781, Bangalore",Pizza Hut,Yes,No,3.3,167,080-4673793,HSR Layout,Pub,Burgers,"Continental, North Indian",2000,Sample Review Text...,2,Dine-out,Bengaluru
"Address_16, Bangalore",McDonald's,Yes,No,3.9,1228,080-2677407,Marathahalli,Quick Service Restaurant,Pizza,North Indian,2000,Sample Review Text...,1,Buffet,Bengaluru
"Address_316, Bangalore",Resto_316,Yes,No,3.9,614,080-8486970,Jayanagar,Bar,Dosa,"North Indian, South Indian",1500,Sample Review Text...,2,Pubs and bars,Bengaluru
"Address_618, Bangalore",Leon Grill,No,Yes,3.5,1441,080-9521598,Whitefield,Casual Dining,Sushi,"Chinese, Desserts, Fast Food, Mexican, Thai",1500,Sample Review Text...,5,Delivery,Bengaluru
"Address_838, Bangalore",Resto_838,Yes,Yes,3.5,1475,080-9262035,JP Nagar,Quick Service Restaurant,Steak,Mexican,1200,Sample Review Text...,1,Buffet,Bengaluru
"Address_598, Bangalore",Resto_598,No,Yes,3.1,2524,080-7550021,MG Road,Bar,Pasta,Fast Food,1500,Sample Review Text...,1,Cafes,Bengaluru
"Address_850, Bangalore",Empire Restaurant,Yes,No,4,948,080-7262388,Koramangala,Quick Service Restaurant,Sushi,"Chinese, Desserts, Thai",2000,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_623, Bangalore",Resto_623,No,Yes,2.7,448,080-9812554,Koramangala,Bar,Pasta,Fast Food,1000,Sample Review Text...,1,Dine-out,Bengaluru
"Address_527, Bangalore",Leon Grill,Yes,Yes,3.6,1886,080-3447304,JP Nagar,Cafe,Biryani,"Beverages, Desserts, Italian",600,Sample Review Text...,3,Buffet,Bengaluru
"Address_330, Bangalore",Pizza Hut,Yes,Yes,3.5,2511,080-1902612,JP Nagar,Pub,Pizza,"Fast Food, Italian, North Indian, South Indian",200,Sample Review Text...,4,Cafes,Bengaluru
"Address_45, Bangalore",Pizza Hut,Yes,No,3.5,920,080-5842082,Jayanagar,Quick Service Restaurant,Salad,"Chinese, North Indian",600,Sample Review Text...,2,Delivery,Bengaluru
"Address_472, Bangalore",Resto_472,Yes,No,3.5,2342,080-6523472,Koramangala,Fine Dining,Dosa,"Chinese, Mexican",800,Sample Review Text...,2,Delivery,Bengaluru
"Address_869, Bangalore",Resto_869,No,No,4.9,1398,080-3302963,Whitefield,Bar,Salad,"Continental, Fast Food, Italian, Mexican, Thai",2500,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_780, Bangalore",Burger King,Yes,Yes,3.5,2914,080-7463257,MG Road,Bar,Pizza,"Beverages, South Indian, Thai",1500,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_43, Bangalore",Pizza Hut,Yes,Yes,3.5,1704,080-2010496,HSR Layout,Bar,Pizza,"Beverages, Continental, Desserts, Mexican, South Indian",1500,Sample Review Text...,5,Dine-out,Bengaluru
"Address_460, Bangalore",Pizza Hut,Yes,Yes,2.3,1256,080-1981497,MG Road,Fine Dining,Dosa,"North Indian, Thai",600,Sample Review Text...,2,Cafes,Bengaluru
"Address_137, Bangalore",Burger King,Yes,Yes,3.5,987,080-7812009,HSR Layout,Pub,Salad,"Continental, Fast Food, Italian, Mexican, Thai",400,Sample Review Text...,5,Buffet,Bengaluru
"Address_469, Bangalore",Empire Restaurant,No,No,4.1,856,080-3944885,Koramangala,Cafe,Pizza,"Chinese, Continental, Desserts, Fast Food",2500,Sample Review Text...,4,Buffet,Bengaluru
"Address_731, Bangalore",Burger King,Yes,No,4.6,2200,080-7683988,Indiranagar,Fine Dining,Biryani,"Beverages, Desserts, Italian, North Indian, Thai",200,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_798, Bangalore",McDonald's,Yes,No,3.1,1646,080-8094088,Koramangala,Cafe,Dosa,"Fast Food, Italian",3000,Sample Review Text...,2,Dine-out,Bengaluru
"Address_991, Bangalore",Resto_991,Yes,No,3.1,574,080-5517306,JP Nagar,Bar,Steak,"Chinese, Continental, Italian, South Indian, Thai",1000,Sample Review Text...,5,Dine-out,Bengaluru
"Address_794, Bangalore",Nandhana Palace,Yes,No,3.6,2876,080-8152449,MG Road,Bar,Steak,"Chinese, Continental, Fast Food, Italian, Thai",800,Sample Review Text...,5,Cafes,Bengaluru
"Address_501, Bangalore",Resto_501,Yes,No,4.4,2141,080-4384602,Indiranagar,Bakery,Burgers,"Beverages, Desserts, North Indian",200,Sample Review Text...,3,Drinks & nightlife,Bengaluru
"Address_390, Bangalore",Leon Grill,Yes,No,2.4,321,080-8235132,MG Road,Fine Dining,Biryani,Chinese,200,Sample Review Text...,1,Dine-out,Bengaluru
"Address_251, Bangalore",McDonald's,Yes,No,2.8,2229,080-6920646,Jayanagar,Bakery,Sushi,"Chinese, Continental, Italian, Thai",800,Sample Review Text...,4,Cafes,Bengaluru
"Address_380, Bangalore",KFC,No,No,3.5,225,080-2465941,HSR Layout,Pub,Steak,"Continental, Fast Food, Italian, Mexican, North Indian",2500,Sample Review Text...,5,Dine-out,Bengaluru
"Address_585, Bangalore",Onesta,No,No,4.2,1810,080-3163996,Jayanagar,Casual Dining,Salad,"Desserts, Mexican, North Indian, South Indian, Thai",1500,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_812, Bangalore",McDonald's,No,Yes,4.8,1259,080-2702878,Indiranagar,Quick Service Restaurant,Pasta,"Beverages, Desserts, Fast Food, South Indian, Thai",600,Sample Review Text...,5,Dine-out,Bengaluru
"Address_148, Bangalore",KFC,No,No,2.2,1675,080-2240929,Marathahalli,Cafe,Salad,"Continental, Italian, South Indian",1500,Sample Review Text...,3,Buffet,Bengaluru
"Address_325, Bangalore",Resto_325,No,Yes,4,1448,080-7535837,Indiranagar,Cafe,Pasta,"Mexican, North Indian, Thai",2500,Sample Review Text...,3,Buffet,Bengaluru
"Address_371, Bangalore",McDonald's,Yes,Yes,3.3,167,080-4434507,JP Nagar,Quick Service Restaurant,Pasta,"Beverages, Chinese",2500,Sample Review Text...,2,Drinks & nightlife,Bengaluru
"Address_2, Bangalore",Pizza Hut,Yes,No,4.8,1550,080-4823498,Indiranagar,Pub,Dosa,"Fast Food, Italian, Thai",400,Sample Review Text...,3,Delivery,Bengaluru
"Address_917, Bangalore",Empire Restaurant,No,No,3.5,393,080-6716053,Indiranagar,Pub,Pizza,"Desserts, Fast Food",2500,Sample Review Text...,2,Buffet,Bengaluru
"Address_543, Bangalore",Burger King,No,Yes,3,1919,080-7820186,Whitefield,Quick Service Restaurant,Sushi,"Beverages, Continental, Italian, Thai",400,Sample Review Text...,4,Delivery,Bengaluru
"Address_262, Bangalore",Pizza Hut,Yes,Yes,3.3,826,080-4886793,Whitefield,Cafe,Pasta,Fast Food,2500,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_698, Bangalore",Resto_698,No,No,4.8,124,080-1640782,Marathahalli,Pub,Sushi,"Desserts, Fast Food, South Indian, Thai",2500,Sample Review Text...,4,Delivery,Bengaluru
"Address_584, Bangalore",Leon Grill,No,Yes,3.3,695,080-2497018,Whitefield,Cafe,Pizza,Continental,3000,Sample Review Text...,1,Dine-out,Bengaluru
"Address_462, Bangalore",Resto_462,No,No,2.2,118,080-2703045,MG Road,Fine Dining,Burgers,"Continental, North Indian",2500,Sample Review Text...,2,Buffet,Bengaluru
"Address_236, Bangalore",Pizza Hut,No,No,3.5,2898,080-3673793,JP Nagar,Pub,Steak,"Beverages, South Indian",400,Sample Review Text...,2,Buffet,Bengaluru
"Address_136, Bangalore",Onesta,No,Yes,3.5,2259,080-5809835,MG Road,Casual Dining,Biryani,Beverages,1000,Sample Review Text...,1,Buffet,Bengaluru
"Address_673, Bangalore",Resto_673,Yes,Yes,3.3,1077,080-4731953,Indiranagar,Bar,Pizza,"Chinese, Continental",1200,Sample Review Text...,2,Drinks & nightlife,Bengaluru
"Address_660, Bangalore",Resto_660,No,No,3.5,2938,080-4937559,HSR Layout,Casual Dining,Sushi,"Continental, North Indian, Thai",2500,Sample Review Text...,3,Delivery,Bengaluru
"Address_720, Bangalore",Nandhana Palace,No,No,2.1,1052,080-5089486,Indiranagar,Bar,Biryani,"Chinese, Continental, Italian, South Indian",3000,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_309, Bangalore",Resto_309,Yes,Yes,4.6,1695,080-5477211,MG Road,Quick Service Restaurant,Burgers,"Continental, Italian, North Indian, South Indian",600,Sample Review Text...,4,Buffet,Bengaluru
"Address_165, Bangalore",Resto_165,No,Yes,3.5,1407,080-2718442,Indiranagar,Bar,Pizza,"Beverages, Chinese, Desserts, South Indian",1500,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_574, Bangalore",Resto_574,Yes,Yes,3.4,547,080-8064499,Indiranagar,Casual Dining,Burgers,"Continental, South Indian, Thai",2000,Sample Review Text...,3,Dine-out,Bengaluru
"Address_529, Bangalore",Leon Grill,No,No,4.4,652,080-9855760,Koramangala,Pub,Dosa,"Desserts, Mexican, South Indian, Thai",1500,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_961, Bangalore",Empire Restaurant,No,Yes,3,2016,080-1301466,MG Road,Bakery,Biryani,"Beverages, Chinese, Fast Food, North Indian",600,Sample Review Text...,4,Dine-out,Bengaluru
"Address_697, Bangalore",Resto_697,Yes,Yes,3,1510,080-5612919,Whitefield,Pub,Salad,Fast Food,1000,Sample Review Text...,1,Cafes,Bengaluru
"Address_412, Bangalore",KFC,Yes,No,3.7,1597,080-5606139,HSR Layout,Bakery,Salad,"Chinese, South Indian",600,Sample Review Text...,2,Cafes,Bengaluru
"Address_228, Bangalore",KFC,Yes,No,4.4,780,080-3258817,JP Nagar,Casual Dining,Salad,"Chinese, Desserts, Italian, North Indian",3000,Sample Review Text...,4,Delivery,Bengaluru
"Address_773, Bangalore",Resto_773,No,No,4.5,2832,080-7082569,Marathahalli,Bar,Burgers,"Beverages, Chinese, Italian",400,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_441, Bangalore",McDonald's,No,Yes,2.8,353,080-7979059,Marathahalli,Cafe,Salad,"Italian, South Indian",3000,Sample Review Text...,2,Drinks & nightlife,Bengaluru
"Address_601, Bangalore",Pizza Hut,Yes,Yes,3.9,2373,080-4030429,Indiranagar,Casual Dining,Pizza,"Beverages, Chinese, Desserts, Fast Food",1000,Sample Review Text...,4,Delivery,Bengaluru
"Address_255, Bangalore",Leon Grill,Yes,No,4,1857,080-9461748,Indiranagar,Cafe,Steak,"Chinese, Mexican, North Indian, South Indian",800,Sample Review Text...,4,Dine-out,Bengaluru
"Address_145, Bangalore",Resto_145,No,No,2.5,1130,080-4280754,MG Road,Quick Service Restaurant,Salad,"Chinese, Continental, Fast Food, Thai",2000,Sample Review Text...,4,Delivery,Bengaluru
"Address_793, Bangalore",Burger King,No,Yes,2.2,1008,080-1983550,JP Nagar,Cafe,Salad,"Desserts, Italian",1500,Sample Review Text...,2,Pubs and bars,Bengaluru
"Address_921, Bangalore",Nandhana Palace,No,Yes,4.5,380,080-1067267,JP Nagar,Quick Service Restaurant,Pizza,South Indian,400,Sample Review Text...,1,Cafes,Bengaluru
"Address_723, Bangalore",Resto_723,No,No,4.5,2043,080-2318832,unknown,Pub,Salad,"Continental, Mexican",1500,Sample Review Text...,2,Buffet,Bengaluru
"Address_27, Bangalore",Nandhana Palace,No,No,3.7,2942,080-4671545,MG Road,Bakery,Pasta,"Italian, Mexican, North Indian, South Indian",400,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_689, Bangalore",Leon Grill,Yes,No,2.3,1737,080-5936253,Marathahalli,Cafe,Dosa,"Desserts, Italian, Mexican, North Indian, South Indian",1000,Sample Review Text...,5,Buffet,Bengaluru
"Address_590, Bangalore",Nandhana Palace,Yes,Yes,2.2,2917,080-8189612,Marathahalli,Bar,Sushi,"Beverages, Chinese, Continental, Italian",200,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_388, Bangalore",Burger King,No,Yes,3.5,633,080-2912044,HSR Layout,Bar,Steak,"Beverages, Fast Food",2500,Sample Review Text...,2,Cafes,Bengaluru
"Address_297, Bangalore",Resto_297,No,No,4.4,2824,080-6610127,Indiranagar,Pub,Sushi,"Chinese, Mexican, North Indian",200,Sample Review Text...,3,Cafes,Bengaluru
"Address_292, Bangalore",Burger King,No,Yes,2.8,166,080-9919792,Indiranagar,Bar,Steak,"Chinese, Fast Food, Italian",400,Sample Review Text...,3,Dine-out,Bengaluru
"Address_998, Bangalore",Onesta,Yes,Yes,2,1478,080-8183194,Jayanagar,Cafe,Steak,"Beverages, Chinese, Fast Food, Italian, Thai",600,Sample Review Text...,5,Delivery,Bengaluru
"Address_210, Bangalore",Leon Grill,No,Yes,2.6,1257,080-8894293,MG Road,Bar,Biryani,"Beverages, Continental, Thai",2000,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_339, Bangalore",Resto_339,Yes,Yes,3.5,2655,080-8142130,Koramangala,Cafe,Pasta,"Chinese, Desserts, Mexican, South Indian",1500,Sample Review Text...,4,Cafes,Bengaluru
"Address_797, Bangalore",Leon Grill,Yes,No,3.5,833,080-1079503,Marathahalli,Cafe,Burgers,"Beverages, Chinese, Fast Food, Italian, North Indian",400,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_537, Bangalore",Leon Grill,No,No,4.9,1442,080-3376783,HSR Layout,Fine Dining,Dosa,North Indian,800,Sample Review Text...,1,Dine-out,Bengaluru
"Address_93, Bangalore",Resto_93,Yes,Yes,2.9,1270,080-1802018,MG Road,Bar,Sushi,"Continental, Desserts, Mexican, North Indian, Thai",800,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_480, Bangalore",McDonald's,No,Yes,4.4,27,080-3389108,JP Nagar,Casual Dining,Dosa,Thai,200,Sample Review Text...,1,Cafes,Bengaluru
"Address_847, Bangalore",Nandhana Palace,No,Yes,4.7,838,080-2444438,Indiranagar,Fine Dining,Burgers,Desserts,600,Sample Review Text...,1,Cafes,Bengaluru
"Address_10, Bangalore",Resto_10,Yes,Yes,3.5,2899,080-4993055,Koramangala,Cafe,Dosa,North Indian,1200,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_728, Bangalore",KFC,Yes,Yes,4.1,93,080-1381170,JP Nagar,Pub,Steak,"Desserts, South Indian",400,Sample Review Text...,2,Buffet,Bengaluru
"Address_23, Bangalore",Resto_23,No,Yes,4.9,156,080-4188992,Indiranagar,Pub,Dosa,"Continental, Fast Food, Mexican, Thai",2500,Sample Review Text...,4,Delivery,Bengaluru
"Address_100, Bangalore",Leon Grill,No,Yes,2.6,568,080-2446455,unknown,Bar,Pizza,"Beverages, Italian, North Indian, Thai",2500,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_693, Bangalore",Resto_693,Yes,No,3.6,518,080-4631318,MG Road,Quick Service Restaurant,Pizza,"Chinese, Continental, Desserts, Fast Food, Mexican",200,Sample Review Text...,5,Buffet,Bengaluru
"Address_871, Bangalore",Resto_871,No,Yes,3.5,1685,080-7064744,Whitefield,Quick Service Restaurant,Sushi,"Fast Food, Italian, Mexican, South Indian, Thai",1000,Sample Review Text...,5,Dine-out,Bengaluru
"Address_749, Bangalore",Resto_749,Yes,No,3,1826,080-5345732,HSR Layout,Cafe,Dosa,"Desserts, Fast Food, Italian",1200,Sample Review Text...,3,Buffet,Bengaluru
"Address_599, Bangalore",Leon Grill,No,Yes,3.5,517,080-8338707,Indiranagar,Fine Dining,Biryani,"Chinese, Continental, Desserts, Mexican, South Indian",400,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_393, Bangalore",Resto_393,Yes,No,4.2,17,080-6952931,Indiranagar,Cafe,Steak,"Beverages, Desserts, Italian, South Indian, Thai",400,Sample Review Text...,5,Cafes,Bengaluru
"Address_621, Bangalore",Resto_621,No,No,4.3,1423,080-6122489,Whitefield,Fine Dining,Burgers,"Chinese, Continental, Desserts, Fast Food, North Indian",3000,Sample Review Text...,5,Dine-out,Bengaluru
"Address_216, Bangalore",Empire Restaurant,No,No,3.8,2432,080-7992333,Koramangala,Fine Dining,Salad,North Indian,200,Sample Review Text...,1,Cafes,Bengaluru
"Address_315, Bangalore",Resto_315,Yes,Yes,3.5,2892,080-3682671,Marathahalli,Fine Dining,Steak,"Beverages, Chinese, Mexican",2500,Sample Review Text...,3,Buffet,Bengaluru
"Address_217, Bangalore",Resto_217,No,No,2.6,2808,080-8026730,Koramangala,Quick Service Restaurant,Pizza,"Beverages, Chinese, Continental, Desserts",3000,Sample Review Text...,4,Buffet,Bengaluru
"Address_185, Bangalore",KFC,Yes,No,3,2230,080-4674549,Marathahalli,Quick Service Restaurant,Biryani,"Beverages, Chinese, Mexican, South Indian, Thai",200,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_907, Bangalore",Pizza Hut,Yes,Yes,4.2,2586,080-9406675,JP Nagar,Fine Dining,Burgers,"Beverages, Fast Food, Thai",200,Sample Review Text...,3,Dine-out,Bengaluru
"Address_55, Bangalore",Resto_55,Yes,Yes,4.7,931,080-6024207,Indiranagar,Bakery,Biryani,Chinese,2000,Sample Review Text...,1,Delivery,Bengaluru
"Address_111, Bangalore",Pizza Hut,No,No,2.9,68,080-1447065,JP Nagar,Quick Service Restaurant,Salad,Mexican,3000,Sample Review Text...,1,Drinks & nightlife,Bengaluru
"Address_197, Bangalore",Resto_197,No,Yes,4,396,080-7494562,Indiranagar,Fine Dining,Steak,"Beverages, Italian, Mexican",2500,Sample Review Text...,3,Buffet,Bengaluru
"Address_176, Bangalore",Resto_176,No,Yes,2.8,1244,080-5112546,HSR Layout,Bakery,Pasta,"Desserts, Fast Food, Italian",2500,Sample Review Text...,3,Delivery,Bengaluru
"Address_522, Bangalore",Onesta,No,Yes,3.5,2613,080-7713657,JP Nagar,Casual Dining,Pizza,"Desserts, North Indian, Thai",800,Sample Review Text...,3,Drinks & nightlife,Bengaluru
"Address_540, Bangalore",Resto_540,Yes,No,3.5,2622,080-7327627,Indiranagar,Quick Service Restaurant,Burgers,"Continental, Italian, South Indian",1000,Sample Review Text...,3,Cafes,Bengaluru
"Address_306, Bangalore",Resto_306,No,No,2.9,2053,080-1494355,Whitefield,Bar,Dosa,Continental,1500,Sample Review Text...,1,Dine-out,Bengaluru
"Address_582, Bangalore",Nandhana Palace,Yes,Yes,3.1,2401,080-2565160,Koramangala,Quick Service Restaurant,Burgers,"Desserts, South Indian",400,Sample Review Text...,2,Dine-out,Bengaluru
"Address_446, Bangalore",Leon Grill,No,Yes,3.2,1676,080-2422342,Marathahalli,Bar,Sushi,"Beverages, Chinese, Desserts, North Indian, Thai",2500,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_99, Bangalore",Resto_99,No,Yes,4.8,1309,080-6032437,JP Nagar,Fine Dining,Pasta,Beverages,2500,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_517, Bangalore",Burger King,No,Yes,4.4,6,080-7285607,Indiranagar,Casual Dining,Pasta,"Beverages, Continental, Mexican, Thai",1500,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_410, Bangalore",Resto_410,Yes,No,2.8,2255,080-2408104,Jayanagar,Fine Dining,Sushi,Desserts,200,Sample Review Text...,1,Buffet,Bengaluru
"Address_571, Bangalore",Pizza Hut,No,No,4.4,2913,080-7553173,Indiranagar,Bar,Salad,South Indian,600,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_544, Bangalore",Nandhana Palace,Yes,Yes,2.2,1170,080-3288888,Marathahalli,Bar,Salad,Mexican,2500,Sample Review Text...,1,Cafes,Bengaluru
"Address_120, Bangalore",Burger King,No,No,3.5,2741,080-7435310,unknown,Cafe,Burgers,"Desserts, Thai",800,Sample Review Text...,2,Cafes,Bengaluru
"Address_920, Bangalore",Resto_920,No,No,2.4,2360,080-2336525,HSR Layout,Pub,Dosa,Italian,200,Sample Review Text...,1,Buffet,Bengaluru
"Address_725, Bangalore",Pizza Hut,No,Yes,3.6,1550,080-3669548,Indiranagar,Casual Dining,Steak,"Chinese, Continental, Fast Food, Italian",1000,Sample Review Text...,4,Buffet,Bengaluru
"Address_156, Bangalore",Resto_156,No,Yes,2.6,1572,080-4699871,Marathahalli,Bakery,Dosa,"Beverages, Chinese, Desserts, Mexican",400,Sample Review Text...,4,Delivery,Bengaluru
"Address_950, Bangalore",Resto_950,Yes,Yes,3.8,1208,080-3189600,Jayanagar,Pub,Sushi,"Chinese, Continental, Fast Food, Mexican, North Indian",800,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_993, Bangalore",Resto_993,Yes,No,4.3,1515,080-9214663,Indiranagar,Cafe,Dosa,"Beverages, Chinese, Desserts, Mexican, South Indian",200,Sample Review Text...,5,Cafes,Bengaluru
"Address_692, Bangalore",Resto_692,No,Yes,2,789,080-4398864,Whitefield,Quick Service Restaurant,Pizza,"Beverages, Continental, Fast Food, Thai",1500,Sample Review Text...,4,Buffet,Bengaluru
"Address_389, Bangalore",Nandhana Palace,Yes,Yes,2.9,1485,080-2989725,unknown,Bar,Burgers,"Beverages, Chinese, Fast Food, Thai",1000,Sample Review Text...,4,Dine-out,Bengaluru
"Address_424, Bangalore",Resto_424,No,Yes,2.9,523,080-5425123,Marathahalli,Bar,Sushi,"Continental, Mexican, Thai",1000,Sample Review Text...,3,Cafes,Bengaluru
"Address_451, Bangalore",KFC,No,No,4.3,2928,080-7061063,Jayanagar,Fine Dining,Salad,"Beverages, Chinese, Italian, South Indian",2500,Sample Review Text...,4,Delivery,Bengaluru
"Address_305, Bangalore",Nandhana Palace,No,No,3.5,763,080-9219709,HSR Layout,Pub,Steak,"Beverages, Chinese, Fast Food, North Indian",2500,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_87, Bangalore",McDonald's,Yes,Yes,4.2,1117,080-6865064,Marathahalli,Pub,Biryani,"Chinese, Mexican",800,Sample Review Text...,2,Cafes,Bengaluru
"Address_639, Bangalore",Onesta,No,No,3.5,648,080-6903348,JP Nagar,Pub,Sushi,"Continental, Italian, Mexican, North Indian, Thai",600,Sample Review Text...,5,Cafes,Bengaluru
"Address_208, Bangalore",Resto_208,No,Yes,4.2,232,080-8022366,MG Road,Fine Dining,Steak,"Desserts, North Indian, South Indian",1000,Sample Review Text...,3,Cafes,Bengaluru
"Address_741, Bangalore",Pizza Hut,No,Yes,3.4,1162,080-8382709,Whitefield,Quick Service Restaurant,Pizza,"Beverages, Continental, Desserts, Italian, Thai",2500,Sample Review Text...,5,Dine-out,Bengaluru
"Address_564, Bangalore",Resto_564,Yes,No,2.8,2382,080-4045291,MG Road,Cafe,Salad,"Chinese, Italian, Mexican, Thai",2000,Sample Review Text...,4,Dine-out,Bengaluru
"Address_95, Bangalore",Leon Grill,No,No,3.5,1343,080-1710601,Whitefield,Quick Service Restaurant,Sushi,"Fast Food, Mexican, South Indian, Thai",2000,Sample Review Text...,4,Buffet,Bengaluru
"Address_273, Bangalore",Nandhana Palace,No,No,3,2283,080-4337963,Whitefield,Quick Service Restaurant,Pasta,Mexican,400,Sample Review Text...,1,Drinks & nightlife,Bengaluru
"Address_634, Bangalore",McDonald's,Yes,Yes,4,2936,080-9309833,Koramangala,Fine Dining,Pasta,"Beverages, South Indian",2500,Sample Review Text...,2,Dine-out,Bengaluru
"Address_240, Bangalore",KFC,No,Yes,4.4,1782,080-2228898,Indiranagar,Fine Dining,Biryani,"Desserts, North Indian",1200,Sample Review Text...,2,Dine-out,Bengaluru
"Address_78, Bangalore",McDonald's,Yes,No,2.2,2593,080-3456926,Indiranagar,Pub,Dosa,"Beverages, Desserts, Italian, Mexican, Thai",600,Sample Review Text...,5,Dine-out,Bengaluru
"Address_747, Bangalore",Resto_747,No,Yes,3.8,1536,080-8350507,Koramangala,Casual Dining,Dosa,Thai,1000,Sample Review Text...,1,Delivery,Bengaluru
